TID,KR
TID_SPEC_ABI_RUFFS_1,제공권
TID_SPEC_ABI_RUFFS_1_DESC,투하하는 보급품에 폭탄이 설치되어 <c00cc00>+<VALUE1></c> 추가 피해를 주고 장벽을 파괴할 수 있게 됩니다.
TID_SPEC_ABI_RUFFS_2,전장 진급
TID_SPEC_ABI_RUFFS_2_DESC,"해당 능력이 활성화된 상태에서 아군 브롤러가 효과 범위 안에 머물면, 매초 최대 HP가 <c00cc00><VALUE1></c>만큼 증가합니다."
TID_ACCESSORY_RUFFS_COVER,엄폐물
TID_ACCESSORY_RUFFS_COVER_DESC,엄폐할 수 있는 모래 자루 <c00cc00><VALUE1></c>개를 떨어뜨립니다. 각 모래 자루는<c00cc00><VALUE2></c>의 HP를 가집니다.
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2019,2019 기념일 스킨
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2020,2020 기념일 스킨
TID_ENTER_AGE_TIP_NUM_PAD,나이를 입력해주세요.
TID_ACCESSORY_ROSA_BUSH_CONTROL,가시 덤불
TID_ACCESSORY_ROSA_BUSH_CONTROL_DESC,덤불에 숨어있는 모든 적이 <c00cc00><VALUE2></c> 피해를 입고 <c00cc00><VALUE1></c>초 동안 느려집니다.
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER,짐꾼 보충
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER_DESC,다음 공격이 적중한 곳에 약한 로봇 짐꾼이 생성됩니다.
TID_ACCESSORY_POCO_CLEANSE,보호의 선율
TID_ACCESSORY_POCO_CLEANSE_DESC,넓은 범위에 걸쳐 아군 브롤러에게 활성화된 해로운 효과를 제거하고 <c00cc00><VALUE2></c>초 동안 면역 효과를 부여합니다.
TID_ACCESSORY_FRANK_PULL,거부할 수 없는 이끌림
TID_ACCESSORY_FRANK_PULL_DESC,다음 공격이 <c00cc00><VALUE1>%</c>의 추가 피해를 주고 적을 자신 쪽으로 끌어당깁니다.
TID_ACCESSORY_GENE_HOMING,복수의 정령
TID_ACCESSORY_GENE_HOMING_DESC,넓은 범위 내에 보이는 모든 상대에게 유도탄을 발사해 거리에 따라 최대 <c00cc00><VALUE2></c> 피해를 줍니다.
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK,반송
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK_DESC,다음 <c00cc00><VALUE2></c>초 동안 처음으로 적에게 공격을 받으면 받는 피해의 <c00cc00><VALUE1>%</c>를 적에게 되돌려줍니다.
TID_ACCESSORY_TICK_EXPLOSION,최후의 저항
TID_ACCESSORY_TICK_EXPLOSION_DESC,<c00cc00><VALUE3>%</c> 피해 감소 보호막을 <c00cc00><VALUE1></c>초 동안 생성합니다. 시간이 지나면 폭발해 주위에 <c00cc00><VALUE2></c>피해를 줍니다.
TID_ACCESSORY_TARA_SHADOWS,그림자 소환
TID_ACCESSORY_TARA_SHADOWS_DESC,자신 주변을 3개의 약한 그림자로 감싸 <c00cc00><VALUE1></c>초 동안 상대를 공격하게 합니다.
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE,냉동 시럽
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE_DESC,자신의 특수 공격 범위 내의 상대에게 즉시 <c00cc00><VALUE1>%</c>의 냉동 효과치를 부여합니다.
TID_ACCESSORY_ROLLER_MEGA_STUNT,파괴적 돌진
TID_ACCESSORY_ROLLER_MEGA_STUNT_DESC,스튜의 다음 특수 공격이 장애물을 파괴하며 잔해가 전방으로 날아갑니다. 잔해마다 적중한 상대에게 <c00cc00><VALUE1></c> 피해를 줍니다.
TID_ACCESSORY_RUFFS_AIR_STRIKE,공중 지원
TID_ACCESSORY_RUFFS_AIR_STRIKE_DESC,"가장 가까운 상대에게 폭격을 유도해, 폭격당 <c00cc00><VALUE1></c> 피해를 줍니다."
TID_ACCESSORY_ENRAGER_PROTECTION,하드코어
TID_ACCESSORY_ENRAGER_PROTECTION_DESC,다음 <c00cc00><VALUE1></c> 피해를 흡수하는 보호막을 생성합니다. 시간이 지날수록 보호막의 피해 흡수량이 감소합니다.
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK,고철 처리기
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK_DESC,다음 공격이 적중할 때마다 적중한 상대의 최대 탄환의 <c00cc00><VALUE1>%</c>를 빼앗아 자신의 탄을 <c00cc00><VALUE2>%</c> 채웁니다.
TID_ACCESSORY_SANDSTORM_STUN_SLEEP,달콤한 꿈
TID_ACCESSORY_SANDSTORM_STUN_SLEEP_DESC,다음 공격은 상대를 <c00cc00><VALUE1></c>초 동안 잠재웁니다. 하지만 수면 상태의 상대는 피해를 입으면 깨어납니다.
TID_ACCESSORY_CACTUS_COVER,자연의 신비
TID_ACCESSORY_CACTUS_COVER_DESC,"<c00cc00><VALUE1></c> HP를 가진 커다란 선인장을 불러냅니다. 선인장 뒤에 엄폐할 수 있으며, 선인장이 파괴되면 폭발하며 근처 아군을 <c00cc00><VALUE2></c>만큼 치유합니다."
TID_ACCESSORY_BLOWER_STOPPER,토네이도
TID_ACCESSORY_BLOWER_STOPPER_DESC,바람 총을 사용해 지나가려는 적을 밀쳐내는 작은 토네이도 지역을 만들어냅니다.
TID_ACCESSORY_NINJA_INVISIBLE_AREA,막대사탕 드랍
TID_ACCESSORY_NINJA_INVISIBLE_AREA_DESC,아군을 숨겨주는 공간을 만듭니다. 막대 사탕의 HP는 시간이 지나면서 서서히 감소합니다.
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL,바운시 캐슬
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL_DESC,다음 공격으로 탄환이 튕길 때마다 <c00cc00><VALUE1></c> HP를 회복합니다.
TID_TRAITS_HEADER,특성:
TID_TRAIT_CHARGE_SUPER_FROM_DAMAGE,피해를 입으면 특수 공격을 충전합니다.
TID_TRAIT_CHARGE_SUPER_AUTOMATIC,시간이 지나면 특수 공격을 충전합니다.
TID_TRAIT_CHARGE_SUPER_FROM_DISTANCE,상대 브롤러 근처에 있으면 특수 공격을 충전합니다.
TID_TRAIT_MOVE_ON_WATER,물 위를 이동할 수 있습니다.
TID_SECTION_SHORTCUT_0,특별
TID_SECTION_SHORTCUT_1,파워 리그
TID_SECTION_SHORTCUT_2,트로피
TID_SECTION_SHORTCUT_3,커뮤니티
TID_SECTION_SHORTCUT_4,파워 플레이
TID_SECTION_SHORTCUT_5,특별
TID_SECTION_SHORTCUT_6,파워 리그
TID_SECTION_HEADER_0,특별 이벤트
TID_SECTION_HEADER_1,파워 리그
TID_SECTION_HEADER_2,트로피 이벤트
TID_SECTION_HEADER_3,맵 메이커
TID_SECTION_HEADER_4,파워 플레이
TID_SECTION_HEADER_5,특별 이벤트
TID_SECTION_HEADER_6,파워 리그
TID_SECTION_HEADER_OWN,내 맵
TID_SECTION_HEADER_CLUB_LEAGUE,클럽 리그
TID_SECTION_SHORTCUT_CLUB_LEAGUE,클럽 리그
TID_RANKED2_ROUNDS_HEADER,브롤 라운드
TID_RANKED2_ROUNDS_INFO,먼저 <NUM>번의 전투에서 승리한 팀이 매치에서 승리합니다!
TID_RANKED2_ROUNDS_NEXT_TIMER,라운드 <NUM> 시작까지:
TID_RANKED2_ROUNDS_NEXT_TIMER_TIME,<SECONDS>
TID_RONIN_RUFFS_SKIN,낭인 러프스
TID_RONIN_RUFFS_SKIN_SHOP,낭인 러프스
TID_DARK_LORD_SPIKE_SKIN,어둠의 군주 스파이크
TID_DARK_LORD_SPIKE_SKIN_SHOP,어둠의 군주\n스파이크
TID_SPACE_OX_BULL_SKIN,우주 비행사 불
TID_SPACE_OX_BULL_SKIN_SHOP,우주 비행사 불
TID_NAVIGATOR_COLETTE_SKIN,조종사 콜레트
TID_NAVIGATOR_COLETTE_SHOP,조종사 콜레트
TID_DARK_TIDE_CARL_SKIN,해적 칼
TID_DARK_TIDE_CARL_SKIN_SHOP,해적 칼
TID_SMOOTH_LOU_SKIN,멋쟁이 루
TID_SMOOTH_LOU_SKIN_SHOP,멋쟁이 루
TID_D4R-RY1_SKIN,D4R-RY1
TID_D4R-RY1_SKIN_SHOP,D4R-RY1
TID_EMOTE_BUNDLE_LUNARBRAWL21_GIFT,설날 브롤 핀
TID_JAN2021MAPS_1,테이크 오버 2
TID_JAN2021MAPS_2,겨울 파티
TID_JAN2021MAPS_3,정신없아레나
TID_JAN2021MAPS_4,오래된 오락실
TID_JAN2021MAPS_5,빙글빙글
TID_JAN2021MAPS_6,점핑 빈
TID_JAN2021MAPS_7,클린 샷
TID_JAN2021MAPS_8,박싱 데이
TID_JAN2021MAPS_9,삼국지
TID_JAN2021MAPS_10,빠른 이동
TID_JAN2021MAPS_11,독 지대
TID_JAN2021MAPS_12,위험한 절벽
TID_JAN2021MAPS_13,침수된 저지대
TID_JAN2021MAPS_14,뜨거운 협곡
TID_JAN2021MAPS_15,모두 모여라
TID_JAN2021MAPS_16,빠른 이동
TID_JAN2021MAPS_17,교란
TID_JAN2021MAPS_18,보이지 않아
TID_JAN2021MAPS_19,회전 교차로
TID_JAN2021MAPS_20,뱀의 수풀
TID_JAN2021MAPS_21,로봇의 반란
TID_JAN2021MAPS_22,열린 광장
TID_JAN2021MAPS_23,우주의 보석
TID_JAN2021MAPS_24,초일류
TID_JAN2021MAPS_25,클린 시트
TID_JAN2021MAPS_26,플립 플랩
TID_JAN2021MAPS_27,하드 맨
TID_JAN2021MAPS_28,미드필드 앵커
TID_JAN2021MAPS_29,탄식의 굴레
TID_JAN2021MAPS_30,새해 다짐
TID_JAN2021MAPS_31,급습
TID_JAN2021MAPS_32,자기장
TID_JAN2021MAPS_33,은하계
TID_ROLLER,스튜
TID_ROLLER_SHORT_DESC,어쌔신
TID_ROLLER_DESC,몸속에 뜨거운 피 대신 더 뜨거운 가솔린이 흐르는 스턴트 드라이버입니다. 압도적인 액션과 엄청난 스피드로 불타는 타이어 자국을 남깁니다.
TID_ROLLER_WEAPON,화려한 불꽃
TID_ROLLER_WEAPON_DESC,적을 뜨겁게 강타하는 불꽃탄 두 발을 연사합니다.
TID_ROLLER_ULTI,나이트로 부스터
TID_ROLLER_ULTI_DESC,"일반 공격이 적에 적중하면, 짧은 거리를 돌진하며 닿은 적을 불태우는 타이어 자국을 남기는 나이트로 부스터를 충전합니다."
TID_SPEC_ABI_ROLLER_1,제로 드래그
TID_SPEC_ABI_ROLLER_1_DESC,나이트로 부스터의 돌진 거리가 <c00cc00><VALUE1></c>% 증가합니다.
TID_SPEC_ABI_ROLLER_2,가소 힐
TID_SPEC_ABI_ROLLER_2_DESC,나이트로 부스터를 사용하면 자기 자신의 HP를 <c00cc00><VALUE1></c>만큼 회복합니다.
TID_ACCESSORY_ROLLER_SPEED,스피드존
TID_ACCESSORY_ROLLER_SPEED_DESC,효과 범위 안에 있는 자기 자신과 팀원의 속도가 빨라지는 스피드 부스터를 설치합니다.
TID_RANKED2_PICK_NEXT,다음
TID_RANKED2_BAN,사용 금지
TID_RANKED2_BANNED,금지됨
TID_RANKED2_BAN_QUESTION,사용 금지?
TID_RANKED2_COIN_FLIP_HEADER,먼저 브롤러를 선택할 팀은?
TID_RANKED2_COIN_FLIP_TITLE,동전 던지기
TID_RANKED2_CON_FLIP_RED,레드 팀 시작
TID_RANKED2_CON_FLIP_BLUE,블루 팀 시작
TID_EVENT_NAME_POWER_LEAGUE,파워 리그
TID_EVENT_LOCATION_POWER_LEAGUE,3대3 이벤트
TID_RANKED_SOLO,솔로
TID_RANKED_TEAM,팀
TID_RANKED_LEADERBOARDS_POPUP_LEADERBOARDS_LABEL,순위표
TID_RANKED_LEADERBOARDS_POPUP_TITLE,파워 리그 순위표
TID_RANKED_LEADERBOARDS_POPUP_INFO,파워 리그에서 자신의 실력을 시험하고 브롤스타즈 마스터 랭크를 달성하세요!
TID_RANKED_LEADERBOARDS_POPUP_CURRENT_SEASON,현재 리그
TID_RANKED_LEADERBOARDS_POPUP_PREVIOUS_SEASON,이전 리그
TID_RANKED_LEADERBOARDS_POPUP_SOLO,솔로
TID_RANKED_LEADERBOARDS_POPUP_TEAM,팀
TID_RANKED_SOLO_MODE,솔로 모드
TID_RANKED_TEAM_MODE,팀 모드
TID_BATTLE_END_RANKED_RANK_UP_TITLE,파워 리그
TID_BATTLE_END_RANKED_RANK_UP_TITLE_NEW_HIGH,파워 리그 - <cFFEF49>새 최고 랭크!</c>
TID_BATTLE_END_RANKED_RANK_UP,랭크 업!
TID_RANKED_EVENT_GAMEMODE_INFO,파워 리그
TID_RANKED_EVENT_LOCATION_INFO,랜덤 게임 모드 및 맵
TID_RANKED_EVENT_DESC_1,팀을 구성하거나 비슷한 레벨의 플레이어와 함께 3대3 전투에서 대결하세요.
TID_RANKED_EVENT_DESC_2,두 번의 전투에 먼저 승리한 팀이 매치에서 승리합니다.
TID_RANKED_EVENT_DESC_3,게임 모드 및 맵은 무작위로 자주 변경됩니다. 단단히 준비하세요!
TID_RANKED_EVENT_DESC_4,시즌 종료 시 시즌 내에 달성한 가장 높은 랭크에 따라 보상을 받을 수 있습니다.
TID_RANKED_CLUB_LEAGUE_EVENT_GAMEMODE_INFO,파워 매치
TID_RANKED_CLUB_LEAGUE_EVENT_LOCATION_INFO,랜덤 게임 모드 및 맵
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_1,팀을 구성하거나 나와 비슷한 레벨의 다른 플레이어와 3대3 전투에서 대결하세요.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_2,두 번의 전투에 먼저 승리한 팀이 매치에서 승리합니다.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_3,게임 모드 및 맵은 무작위로 자주 변경됩니다. 단단히 준비하세요!
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_4,한 주가 끝나면 사용한 티켓 수와 클럽의 시즌 순위에 따라 보상을 받습니다.
TID_RANKED_EVENT_SEASON_REWARDS_BUTTON,시즌 보상
TID_RANKED_EVENT_SOLO,파워 리그
TID_RANKED_EVENT_TEAMS,파워 리그
TID_RANKED_BUTTON_WARNING_TEAMS,팀 매치: 3인 팀 필요
TID_RANKED_BUTTON_WARNING_SOLO,솔로 매치: 플레이어 1명
TID_RANKED_START_MATCH_WARNING_TEXT_SOLO,솔로 매치는 팀으로 플레이할 수 없습니다!
TID_RANKED_START_MATCH_WARNING_TEXT_TEAMS,팀 매치는 3명의 플레이어로 구성된 팀이 필요합니다!
TID_CHROMA_CAP_PLAY_WARNING_QUEST,퀘스트 보상 크로마 크레딧
TID_CHROMA_CAP_PLAY_WARNING_CHALLENGE,챌린지 보상 크로마 크레딧
TID_GAME_INTRO_ROUND,라운드 <NUM>
TID_RANKED_LOOKING_FOR_EVENT,이벤트 선택 중
TID_GACHA_HERO_DROP_NEW_BRAWLER,신규 브롤러!
TID_GACHA_HERO_DROP_NEW_SKIN,신규 스킨!
TID_RANKED_SEASON_ENDS_IN,시즌 종료까지: <TIME>
TID_RANKED_SEASON_END_POPUP_TITLE,파워 리그 시즌 종료
TID_RANKED_SEASON_END_POPUP_HIGHEST_RANK,이번 시즌 최고 랭크
TID_RANKED_SEASON_END_POPUP_CLAIM,받기
TID_RANKED_SEASON_END_NOTIFICATION,파워 리그 시즌 종료 보상: <cff00ff>스타 포인트</c> <AMOUNT>점 획득!
TID_RANKED_SEASON_END_REWARD_DESC,시즌 종료 보상
TID_RANKED_MIDSEASON_REWARD_POPUP_TITLE,파워 리그 보상
TID_RANKED_MIDSEASON_REWARD_POPUP_CLAIM,받기
TID_RANKED_MIDSEASON_REWARD_POPUP_SHOW_OFFER,상품 보기
TID_RANKED_MIDSEASON_NOTIFICATION_RANK,<RANK> 랭크 달성 파워 리그 보상
TID_RANKED_MIDSEASON_NOTIFICATION,파워 리그 보상
TID_RANKED_MIDSEASON_REWARD_NEEDS_BRAWLER,<BRAWLER> 브롤러를 잠금 해제해야 합니다!
TID_RANKED_REWARD_QUEST_DESC_26,스킨 구매 옵션
TID_REWARD_DESC_PURCHASE_OPTION_SKIN,한정판 스킨\n구매 옵션
TID_REWARD_DESC_PURCHASE_OPTION,한정판 상품 구매 옵션
TID_REWARD_DESC_PLAYER_ICON,한정판 아이콘
TID_RANKED_GOAL_REWARD_NEW,NEW!
TID_SKIN_INFO_CAMPAIGN_RANKED,파워 리그 스킨
TID_RANKED_MATCH_VICTORY,승리!
TID_RANKED_BRONZE_I,브론즈 I
TID_RANKED_BRONZE_II,브론즈 II
TID_RANKED_BRONZE_III,브론즈 III
TID_RANKED_SILVER_I,실버 I
TID_RANKED_SILVER_II,실버 II
TID_RANKED_SILVER_III,실버 II
TID_RANKED_GOLD_I,골드 I
TID_RANKED_GOLD_II,골드 II
TID_RANKED_GOLD_III,골드 III
TID_RANKED_DIAMOND_I,다이아몬드 I
TID_RANKED_DIAMOND_II,다이아몬드 II
TID_RANKED_DIAMOND_III,다이아몬드 III
TID_RANKED_MYTHIC_I,신화 I
TID_RANKED_MYTHIC_II,신화 II
TID_RANKED_MYTHIC_III,신화 III
TID_RANKED_LEGENDARY_I,전설 I
TID_RANKED_LEGENDARY_II,전설 II
TID_RANKED_LEGENDARY_III,전설 III
TID_RANKED_MASTERS,마스터
TID_RANKED_GOAL_PLAY_MATCHES,이번 시즌에서 매치 <NUM>회 플레이
TID_RANKED_GOAL_REACH_RANK,이번 시즌에서 <RANK> 랭크 도달
TID_RANKED_GOAL_WIN_MATCHES,이번 시즌에서 매치 <NUM>회 승리
TID_RANKED_GOAL_WIN_BATTLES,이번 시즌에서 <NUM>라운드 승리
TID_RANKED_GET_READY_TURN,전투를 준비하세요!
TID_RANKED_BAN_TURN,<cfcbc21>팀 리더 사용 금지 브롤러 선택</c>
TID_RANKED_YOU_BAN_TURN,<cfcbc21>사용 금지 브롤러 선택</c>
TID_RANKED_OWN_TEAM_PICK_TURN,<c94d7f4><PLAYER> 선택</c> 차례
TID_RANKED_ENEMY_TEAM_PICK_TURN,<cf75252><PLAYER> 선택</c> 차례
TID_RANKED_OWN_PICK_TURN,<cffffff>내 선택</c> 차례
TID_RANKED_FINAL_TURN,<cffffff>마지막 준비</c>
TID_ELECTRO_SNIPER,벨
TID_ELECTRO_SNIPER_SHORT_DESC,저격수
TID_ELECTRO_SNIPER_DESC,"벨은 전기 라이플로 동료에게는 짜릿한 순간을, 적에게는 충격과 공포를 선사합니다!"
TID_ELECTRO_SNIPER_WEAPON,전기 볼트탄
TID_ELECTRO_SNIPER_WEAPON_DESC,장거리 전기 볼트탄을 발사해 명중한 적에게 피해를 줍니다. 전기 볼트는 일정 시간이 지난 후 가까운 다른 적에게 튕겨 피해를 줍니다.
TID_ELECTRO_SNIPER_ULTI,표식탄
TID_ELECTRO_SNIPER_ULTI_DESC,명중한 적에게 표식을 남기는 특수탄을 발사합니다. 표식이 남은 적은 받는 모든 피해가 증가합니다. 한 번에 한 대상에만 표식을 남길 수 있습니다.
TID_SPEC_ABI_ELECTRO_SNIPER_1,긍정적인 피드백
TID_SPEC_ABI_ELECTRO_SNIPER_1_DESC,전기 볼트가 명중할 때마다 벨이 <c00cc00><VALUE1>%</c>의 피해 감소 보호막을 얻습니다.
TID_SPEC_ABI_ELECTRO_SNIPER_2,일시 고장
TID_SPEC_ABI_ELECTRO_SNIPER_2_DESC,특수 공격 표식이 남겨진 상대는 <c00cc00><VALUE2></c>초 동안 공격 재장전을 할 수 없습니다.
TID_ACCESSORY_ELECTRO_SNIPER_TRAP,예비용 함정
TID_ACCESSORY_ELECTRO_SNIPER_TRAP_DESC,"적이 건드리면 폭발하는 함정을 바닥에 설치합니다. 함정은 <c00cc00><VALUE1></c>만큼 피해를 주고, 폭발 범위에 휩쓸리면 <c00cc00><VALUE2></c>초 동안 움직임이 느려집니다."
TID_STICKY_BOMB,스퀴크
TID_STICKY_BOMB_SHORT_DESC,컨트롤러
TID_STICKY_BOMB_DESC,러프스 대령이 우연히 만든 스퀴크의 특기는 물어오기 놀이입니다!
TID_STICKY_BOMB_WEAPON,끈끈이 젤 폭탄
TID_STICKY_BOMB_WEAPON_DESC,커다란 폭발과 함께 피해를 주는 끈적끈적하고 불안정한 젤 덩어리를 던집니다. 젤 덩어리는 명중한 상대에 달라붙습니다.
TID_STICKY_BOMB_ULTI,빅 젤 폭탄
TID_STICKY_BOMB_ULTI_DESC,폭발성 젤 덩어리를 던집니다. 폭발 시 작은 끈끈이 젤 폭탄 여섯 개가 사방으로 날아갑니다!
TID_SPEC_ABI_STICKY_BOMB_1,연쇄 반응
TID_SPEC_ABI_STICKY_BOMB_1_DESC,폭발 범위 안에 있는 적의 수만큼 끈끈이 젤 폭탄의 피해량이 <c00cc00><VALUE1>%</c> 증가합니다.
TID_SPEC_ABI_STICKY_BOMB_2,초강력 끈끈이
TID_SPEC_ABI_STICKY_BOMB_2_DESC,빅 젤 폭탄에서 분리된 두 번째 끈끈이 젤 폭탄에 맞은 적이 <c00cc00><VALUE2></c>초 동안 느려집니다.
TID_ACCESSORY_STICKY_BOMB_RANGE,와인드업
TID_ACCESSORY_STICKY_BOMB_RANGE_DESC,다음 끈끈이 젤 폭탄이 <c00cc00><VALUE2>%</c> 더 큰 피해를 주며 사정거리가 <c00cc00><VALUE1>%</c> 증가합니다.
TID_RANKED2_CONFIRM_QUESTION,선택할까요?
TID_RANKED_PICK_ERROR_BRAWLER_NOT_OWNED,해당 브롤러를 보유하고 있지 않습니다!
TID_RANKED_PICK_ERROR_BRAWLER_BANNED,해당 브롤러가 이미 금지되었습니다. 다른 브롤러를 선택하세요!
TID_RANKED_PICK_ERROR_BRAWLER_PICKED,해당 브롤러가 이미 선택되었습니다. 다른 브롤러를 선택하세요!
TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED,아직 파워 리그에서 해당 브롤러를 사용할 수 없습니다! 다른 브롤러를 선택하세요!
TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED_CLUB_LEAGUE,이 브롤러는 아직 파워 매치에서 이용할 수 없습니다. 다른 브롤러를 선택하세요!
TID_RANKED_ERROR_BRAWLER_BLACKLISTED,토너먼트 주최 측에서 사용 금지한 브롤러입니다.
TID_RANKED_HERO_POWER,Power <NUM>
TID_RANKED_REWARD_POPUP_SEASON,시즌 <SEASON>
TID_RANKED_REWARDS_TOOL_TIP,파워 리그는 2개의 3대3 모드로 플레이합니다.\n\n- 솔로 모드: 자신의 리그 레벨과 비슷한 2명의 무작위 플레이어와 함께 플레이\n\n- 팀 모드: 3명으로 구성된 팀을 생성해 플레이\n\n파워 리그 보상은 해당 시즌 동안 각 모드에서 달성한 가장 높은 랭크에 따라 결정됩니다.
TID_BUTTON_LEADERBOARDS,순위표
TID_MSG_RANKED_ELO_DECAYED,파워 리그 <RANKED_MODE>(시즌: <SEASON_ID>)에서 <INACTIVE_DAYS>일 동안 활동하지 않아 점수가 감소했습니다. 계속 플레이해 점수를 유지하세요!
TID_CHALLENGE_SKIN_PRIZE,보석 <NUM>개 스킨
TID_CHALLENGE_HERO_PRIZE,보석 <NUM>개 브롤러
TID_CHALLENGE_SKIN_PRIZE_TITLE,챌린지\n완료 보상
TID_RANKED_GOAL_REWARD_PROFILE_PICTURE,한정판 아이콘
TID_BIBILANTE_SKIN,자경단 비비
TID_BIBILANTE_SKIN_SHOP,자경단 비비
TID_SMUGGLER_PENNY_SKIN,로보틱 페니
TID_SMUGGLER_PENNY_SKIN_SHOP,로보틱 페니
TID_SUPERSTAR_STU_SKIN,슈퍼스타 스튜
TID_SUPERSTAR_STU_SKIN_SHOP,슈퍼스타 스튜
TID_PSG_MIKE_SKIN,PSG 마이크
TID_PSG_MIKE_SKIN_SHOP,PSG 마이크
TID_ATT_PREPROMPT_TITLE,Facebook 로그인 업데이트
TID_ATT_PREPROMPT_TEXT,"Facebook 소셜 기능을 사용하려면 \q브롤스타즈\q가 브롤러님의 데이터를 Facebook에 공유해야 합니다. Facebook은 홍보 및 추적 등의 자사 자체 목적으로 해당 데이터를 사용합니다.\n\nFacebook에 데이터를 공유하고 Facebook 소셜 기능을 사용하고자 한다면, 앱 추적 요청을 허용해 주세요.\n\nFacebook에 데이터를 공유하지 않고 \q브롤스타즈\q에서 Facebook 소셜 기능을 제거하고자 한다면, 앱이 추적하지 않도록 설정하세요. 슈퍼셀의 개인정보 보호 친화적 소셜 플랫폼인 Supercell ID를 사용해보세요!"
TID_ATT_PREPROMPT_BUTTON,계속하기
TID_RANKED_SP_REWARD_TRACK_OVERLAY,<RANK>에 도달해 해당 파워 리그 시즌 종료 보상을 받으세요!
TID_RANKED_SP_REWARD_TRACK_OVERLAY_CURRENT,현재 파워 리그 시즌 종료 보상
TID_RANKED_PARTICIPATION_REWARD_TRACK_OVERLAY,이번 시즌에서 매치 <NUM>회를 플레이해 해당 보상을 잠금 해제하세요.
TID_RANKED_MILESTONE_REWARD_TRACK_OVERLAY,이번 시즌에서 <RANK> 랭크에 도달해 해당 보상을 잠금 해제하세요.
TID_CHALLENGE_BUY_LIVES_REMAINING,남은 구매 횟수: <NUM>
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_LEADER,팀 리더만 브롤러를 사용 금지할 수 있습니다!
TID_RANKED_TEAM_SELECT_ERROR_BAN_ALREADY_DONE,이미 사용 금지할 브롤러를 선택했습니다!
TID_RANKED_TEAM_SELECT_ERROR_PICK_ALREADY_DONE,이미 브롤러를 선택했습니다!
TID_RANKED_TEAM_SELECT_ERROR_PICK_NOT_YOUR_TURN,브롤러를 선택할 차례가 아닙니다!
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_BANNING,브롤러를 사용 금지할 차례가 아닙니다!
TID_RANKED_TEAM_SELECT_ERROR_BAN_GENERIC,브롤러 금지 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_IN_TEAM,브롤러 금지 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_BAN_INVALID_INPUT,브롤러 금지 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_GENERIC_1,브롤러 금지 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_GENERIC_2,브롤러 금지 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC,브롤러 선택 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_NOT_OWNED,해당 브롤러를 보유하고 있지 않습니다. 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_1,브롤러 선택 실패(<CODE>). 다시 시도해 주세요!
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_2,브롤러 선택 실패(<CODE>). 다시 시도해 주세요!
TID_MSG_RANKED_SEASON_END,파워 리그 시즌: <SEASON_ID>\n축하합니다! <RANK> 랭크에 도달했습니다!
TID_MATCHMAKE_FAILED_20,매치메이킹 실패: 해당 기능을 아직 사용할 수 없습니다. 나중에 다시 시도해 주세요.
TID_MATCHMAKE_FAILED_21,매치메이킹 실패: 최근 매치에서의 부재 또는 미접속으로 인해 해당 기능을 아직 사용할 수 없습니다.
TID_RANKED_MATCH_TERMINATED_REASON_GENERIC,매치 종료(<CODE>). 다시 시도해 주세요.
TID_RANKED_MATCH_TERMINATED_REASON_1,매치 종료: <NAME> 연결 끊김
TID_RANKED_MATCH_TERMINATED_REASON_2,매치 종료: <NAME> 응답 없음
TID_RANKED_MATCH_TERMINATED_REASON_3,매치 종료: 시즌 종료됨
TID_RANKED_MATCH_TERMINATED_REASON_4,매치 종료(<CODE>). 다시 시도해 주세요.
TID_RANKED_MATCH_TERMINATED_REASON_5,매치 종료: 매치가 너무 깁니다.
